alert_id,rule_id,customer_key,date_key,calendar_date,trigger_amount,trigger_txn_count,detail,score,score_percentile,tier,priority,split,is_true_positive,reason_1,reason_2,reason_3,top_mitigant
R001-1094-23,R001,1094,23,2025-09-24,26854.010000000002,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.0101415310215805,0.6579,T2_five_day,review,train,0,30-day cash credit volume,share of 30-day credits arriving as cash,30-day cash credit count,cash-intensive business type
R001-1094-143,R001,1094,143,2026-01-22,27951.760000000002,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.0001498361736644,0.2565,T3_thirty_day,review,valid,0,share of 30-day credits arriving as cash,7-day high-risk jurisdiction count,30-day cash credit volume,cash-intensive business type
R001-1104-162,R001,1104,162,2026-02-10,26555.84,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.0083404590169859,0.6404,T2_five_day,review,holdout,0,share of 30-day credits arriving as cash,30-day cash credit volume,90-day transaction count,cash-intensive business type
R001-1127-53,R001,1127,53,2025-10-24,26330.06,3.0,"cash credits in 8k-9,999 band within 48h: 3",4.799241990814481e-06,0.0735,T3_thirty_day,deferred,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,30-day cash credit count,cash-intensive business type
R001-1158-134,R001,1158,134,2026-01-13,38068.29,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.8862320814566467,0.9525,T1_same_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions
R001-1158-136,R001,1158,136,2026-01-15,36724.4,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.918022727680192,0.9573,T1_same_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions
R001-1158-141,R001,1158,141,2026-01-20,27551.800000000003,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.9303719842731528,0.9591,T1_same_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,count of near-threshold cash deposits in 30 days
R001-1158-143,R001,1158,143,2026-01-22,44715.18,5.0,"cash credits in 8k-9,999 band within 48h: 5",0.9027235083963864,0.9548,T1_same_day,review,valid,0,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R001-1158-144,R001,1158,144,2026-01-23,61775.94,7.0,"cash credits in 8k-9,999 band within 48h: 7",0.9220858141744582,0.9581,T1_same_day,review,valid,0,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1255-46,R001,1255,46,2025-10-17,35437.8,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.5753697509928263,0.9268,T1_same_day,review,train,0,share of 30-day credits arriving as cash,cash-intensive business type,7-day high-risk jurisdiction count,kyc risk rating low
R001-1255-70,R001,1255,70,2025-11-10,27607.370000000003,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.94116837364414,0.9611,T1_same_day,review,train,0,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R001-1285-104,R001,1285,104,2025-12-14,27170.98,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.0008554919602956,0.4115,T3_thirty_day,review,train,0,30-day cash credit volume,90-day near-threshold cash deposit count,90-day total value,cash-intensive business type
R001-1363-111,R001,1363,111,2025-12-21,36521.83,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.9708039971614156,0.9701,T1_same_day,review,train,1,90-day near-threshold cash deposit count,30-day cash credit volume,share of 30-day credits arriving as cash,cash-intensive business type
R001-1363-116,R001,1363,116,2025-12-26,26716.43,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.9010161836892434,0.9545,T1_same_day,review,train,1,90-day near-threshold cash deposit count,30-day cash credit volume,share of 30-day credits arriving as cash,cash-intensive business type
R001-1363-118,R001,1363,118,2025-12-28,44793.26,5.0,"cash credits in 8k-9,999 band within 48h: 5",0.9466411893755788,0.9626,T1_same_day,review,train,1,90-day near-threshold cash deposit count,30-day cash credit volume,share of 30-day credits arriving as cash,cash-intensive business type
R001-1363-120,R001,1363,120,2025-12-30,44516.020000000004,5.0,"cash credits in 8k-9,999 band within 48h: 5",0.932594252418184,0.9595,T1_same_day,review,train,1,90-day near-threshold cash deposit count,30-day cash credit volume,share of 30-day credits arriving as cash,count of near-threshold cash deposits in 30 days
R001-1363-121,R001,1363,121,2025-12-31,34886.01,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.9481760972222106,0.9631,T1_same_day,review,valid,1,90-day near-threshold cash deposit count,30-day cash credit volume,share of 30-day credits arriving as cash,count of near-threshold cash deposits in 30 days
R001-1363-123,R001,1363,123,2026-01-02,25925.86,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.9636002983473776,0.9676,T1_same_day,review,valid,1,90-day near-threshold cash deposit count,30-day cash credit volume,share of 30-day credits arriving as cash,count of near-threshold cash deposits in 30 days
R001-1363-132,R001,1363,132,2026-01-11,63578.13,7.0,"cash credits in 8k-9,999 band within 48h: 7",0.8428441627416136,0.9465,T1_same_day,review,valid,1,90-day near-threshold cash deposit count,30-day cash credit volume,90-day total value,count of near-threshold cash deposits in 30 days
R001-1363-133,R001,1363,133,2026-01-12,82293.34,9.0,"cash credits in 8k-9,999 band within 48h: 9",0.8603227140251717,0.9486,T1_same_day,review,valid,1,90-day near-threshold cash deposit count,30-day cash credit volume,90-day total value,count of near-threshold cash deposits in 30 days
R001-1469-102,R001,1469,102,2025-12-12,47244.58,5.0,"cash credits in 8k-9,999 band within 48h: 5",0.9527638549837186,0.9644,T1_same_day,review,train,1,share of 30-day credits arriving as cash,occupation or business type money services,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1469-104,R001,1469,104,2025-12-14,38173.0,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.975057077024796,0.9718,T1_same_day,review,train,1,share of 30-day credits arriving as cash,occupation or business type money services,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1469-105,R001,1469,105,2025-12-15,73101.01,8.0,"cash credits in 8k-9,999 band within 48h: 8",0.9708222362829106,0.9701,T1_same_day,review,train,1,share of 30-day credits arriving as cash,occupation or business type money services,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R001-1469-106,R001,1469,106,2025-12-16,82099.17,9.0,"cash credits in 8k-9,999 band within 48h: 9",0.9662999105844858,0.9684,T1_same_day,review,train,1,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,occupation or business type money services,count of near-threshold cash deposits in 30 days
R001-1469-107,R001,1469,107,2025-12-17,62949.42,7.0,"cash credits in 8k-9,999 band within 48h: 7",0.980096338013386,0.9739,T1_same_day,review,train,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,occupation or business type money services,count of near-threshold cash deposits in 30 days
R001-1469-110,R001,1469,110,2025-12-20,26102.14,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.9841043454572171,0.9758,T1_same_day,review,train,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,occupation or business type money services,count of near-threshold cash deposits in 30 days
R001-1469-111,R001,1469,111,2025-12-21,43628.33,5.0,"cash credits in 8k-9,999 band within 48h: 5",0.9849774449251149,0.9764,T1_same_day,review,train,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,occupation or business type money services,count of near-threshold cash deposits in 30 days
R001-1469-116,R001,1469,116,2025-12-26,26380.600000000002,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.9820009226638678,0.9747,T1_same_day,review,train,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,occupation or business type money services,count of near-threshold cash deposits in 30 days
R001-1469-124,R001,1469,124,2026-01-03,64832.64,7.0,"cash credits in 8k-9,999 band within 48h: 7",0.9869076468663336,0.9774,T1_same_day,review,valid,1,90-day near-threshold cash deposit count,30-day cash credit volume,share of 30-day credits arriving as cash,count of near-threshold cash deposits in 30 days
R001-1477-141,R001,1477,141,2026-01-20,27338.85,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.0004120826831369,0.3433,T3_thirty_day,review,valid,0,30-day cash credit volume,30-day cash credit count,90-day transaction count,cash-intensive business type
R001-1520-25,R001,1520,25,2025-09-26,27695.760000000002,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.0011920130258604,0.446,T3_thirty_day,review,train,0,share of 30-day credits arriving as cash,30-day cash credit volume,7-day cash credit volume,cash-intensive business type
R001-1552-138,R001,1552,138,2026-01-17,34932.84,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.0129011212690071,0.6815,T2_five_day,review,valid,1,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,7-day high-risk jurisdiction count
R001-1552-144,R001,1552,144,2026-01-23,26999.67,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.1215658613601929,0.8463,T2_five_day,review,valid,1,share of 30-day credits arriving as cash,cash-intensive business type,home province ON,count of near-threshold cash deposits in 30 days
R001-1552-150,R001,1552,150,2026-01-29,27497.18,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.058792602955299,0.7991,T2_five_day,review,valid,1,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R001-1552-157,R001,1552,157,2026-02-05,37307.1,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.2125764450105614,0.8765,T2_five_day,review,holdout,1,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R001-1552-158,R001,1552,158,2026-02-06,46190.45,5.0,"cash credits in 8k-9,999 band within 48h: 5",0.1938665639464204,0.8718,T2_five_day,review,holdout,1,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1552-165,R001,1552,165,2026-02-13,26589.190000000002,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.3882948187105181,0.9064,T1_same_day,review,holdout,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1562-124,R001,1562,124,2026-01-03,26539.309999999998,3.0,"cash credits in 8k-9,999 band within 48h: 3",7.547021119824853e-06,0.0881,T3_thirty_day,deferred,valid,0,share of 30-day credits arriving as cash,30-day cash credit volume,90-day transaction count,cash-intensive business type
R001-1620-32,R001,1620,32,2025-10-03,27387.9,3.0,"cash credits in 8k-9,999 band within 48h: 3",6.761022262490218e-05,0.1978,T3_thirty_day,review,train,0,90-day debit value,30-day cash credit volume,90-day total value,30-day largest transaction
R001-1658-145,R001,1658,145,2026-01-24,28013.239999999998,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.9679426905050568,0.9691,T1_same_day,review,valid,1,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,30-day value with high-risk jurisdictions
R001-1658-147,R001,1658,147,2026-01-26,63856.4,7.0,"cash credits in 8k-9,999 band within 48h: 7",0.9875318176004751,0.9776,T1_same_day,review,valid,1,share of 30-day credits arriving as cash,cash-intensive business type,30-day largest transaction,count of near-threshold cash deposits in 30 days
R001-1658-151,R001,1658,151,2026-01-30,35445.72,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.9865948259900076,0.9772,T1_same_day,review,holdout,1,share of 30-day credits arriving as cash,cash-intensive business type,90-day near-threshold cash deposit count,count of near-threshold cash deposits in 30 days
R001-1658-158,R001,1658,158,2026-02-06,26490.800000000003,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.976052179301488,0.9721,T1_same_day,review,holdout,1,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1658-159,R001,1658,159,2026-02-07,55613.380000000005,6.0,"cash credits in 8k-9,999 band within 48h: 6",0.9780389637998044,0.9727,T1_same_day,review,holdout,1,share of 30-day credits arriving as cash,90-day near-threshold cash deposit count,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1658-165,R001,1658,165,2026-02-13,34666.86,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.9610379319473408,0.9665,T1_same_day,review,holdout,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1658-168,R001,1658,168,2026-02-16,27361.45,3.0,"cash credits in 8k-9,999 band within 48h: 3",0.9668412977815896,0.9686,T1_same_day,review,holdout,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,cash-intensive business type,count of near-threshold cash deposits in 30 days
R001-1658-169,R001,1658,169,2026-02-17,66183.74,7.0,"cash credits in 8k-9,999 band within 48h: 7",0.9669580772795444,0.9686,T1_same_day,review,holdout,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,30-day cash credit volume,count of near-threshold cash deposits in 30 days
R001-1658-171,R001,1658,171,2026-02-19,37703.38,4.0,"cash credits in 8k-9,999 band within 48h: 4",0.9691419886999196,0.9694,T1_same_day,review,holdout,1,90-day near-threshold cash deposit count,share of 30-day credits arriving as cash,30-day cash credit volume,count of near-threshold cash deposits in 30 days
